,,Unnamed: 0.1,Unnamed: 0,text,label,processed_text,pseudo_label,confidence,human_label
50,845,845,845,"Firstly I want to thank everyone in this group that helped me get through some very tough time.
 A few months ago my wife went through extreme post partum depression with two episodes and being sectioned twice. Dozens of suicide attempts.
 

 As a father and a husband who was just blessed with twin babies, boy and a girl. It was a very tough time. 
 

 I am pleased to tell all of you my wife is finally back home and finally smiling and living her normal life. When even going out for grocery shopping looked impossible, we are travelling together with our twin babies.
 

 For all the mums and dads struggling with post partum depression, remember it gets better. No matter how hard it gets, it will get better. Trust your health providers but be involved in decision making for your partner. At the end remember they need you. You have to give your 110%. I used to work from 9-5 and spend 5-12 at the hospital with my wife.
 With mental health medicines, they take time. At the end stay strong and have faith.",,"firstly want thank everyone group help get tough time 
  month ago wife go extreme post partum depression two episode section twice dozen suicide attempt 
 

  father husband bless twin baby boy girl tough time 
 

  pleased tell wife finally back home finally smile live normal life even go grocery shopping look impossible travel together twin baby 
 

  mum dad struggle post partum depression remember get well matter hard get get well trust health provider involve decision making partner end remember need give  use work  spend  hospital wife 
  mental health medicine take time end stay strong faith",0,0.873442442,0
51,849,849,849,"Im exactly 1 week postpartum and it's been hard just bearing the ppd in silence today. My bf is amazing and supportive, however I feel the need to ""protect"" him from the crazy that is about to unfold with how raw my nerves and emotions are. I can feel the depression building and as soon as he walks out of the door tomorrow I am going to erupt in wailing and tears until I can fall back asleep. 
 As usual after giving birth I have 0 support other than him, no family or friends visiting, its just me, 4 walls, my newborn and resounding silence that echoes and goes on for hours. Ruminating about how alone i am in the world except for bf. Im lacking a woman in my life though and lacking that care that a female relative or friend gives- Instead its just me caring for everyone, no one spoon feeding me and waiting on me hand and foot as it should be, if only for a day here and there.
 I can't wait for him to leave for work in the morning so that I can let it all hang out, I want to cry and sleep all day without anyone around to be freaked out or upset by the ppd on display. 
 It's so all consuming, it's like all of the grief I've ever felt is hitting at once, all of the lack and the absence of things that are missing pieces in my life has me feeling helpless. Feeling the absence of a sensitive feminine and caring/nurturing presence in my life. Or the hope that my social and emotional needs will ever be met. Bf is only a man and only one person and he does enough to support our household financially so it's just a void I'm falling into.. having to carry on as usual as if my organs dont feel like theyre prolapsing and I don't feel like fainting and or crying half the time. 
 I'm also an addict in recovery and thoughts of using and or killing myself are creeping through my psyche. Even though I love my children and bf, I feel insecure sexually and undesirable and that is fucking with me. Like how can I actually be thinking that my bf would be happier if I were gone and he could replace me as a mother with someone who is more sexually attractive. I don't deserve him and I can't be everything he wants or needs probably. Shit that creeps through my thoughts even though it's irrational to think this way.",,"exactly  week postpartum hard bear ppd silence today bf amazing supportive however feel need protect crazy unfold raw nerve emotion feel depression building soon walk door tomorrow go erupt wail tear fall back asleep 
  usual give birth  support family friend visit  wall newborn resounding silence echo go hour ruminate alone world except bf lack woman life though lack care female relative friend give instead care everyone one spoon feed wait hand foot day 
  can not wait leave work morning let hang want cry sleep day without anyone around freak upset ppd display 
  consume like grief ever feel hit lack absence thing miss piece life feel helpless feel absence sensitive feminine caringnurturing presence life hope social emotional need ever meet bf man one person enough support household financially void fall carry usual organ not feel like prolapse not feel like faint cry half time 
  also addict recovery thought use kill creep psyche even though love child bf feel insecure sexually undesirable fucking like actually think bf would happy go could replace mother someone sexually attractive not deserve can not everything want need probably shit creep thought even though irrational think way",1,0.8252316321,2
52,861,861,861,"Hi everyone. I am 7 months postpartum and feeling very down. I was diagnosed with OCD at 3 months postpartum and figured that my depression symptoms were simply just secondary to the OCD. Now, I’m feeling more down than ever and am desperately trying to feel like myself.
 

 I’m wondering is PPD can present as feeling completely unlike yourself and like you are doomed forever? I just don’t see a way out of this headspace that I’m stuck in. I have so many negstive thoughts in my head about my ability to be a mother, and even whether or not I want to be a mother. I feel like such a failure and i so desperately want to get back to the moments where I felt connected to my baby, and to my loved ones. 
 

 I guess im looking for hope, validation, etc. my OCD brain is telling me that this is never going to end. I had a very smooth pregnancy and was so excited to be a mum. I had a wonderful first few months with my son before the OCD hit.
 

 Thank the everyone - I truly don’t wish any postpartum mood disorder on anyone. It is absolutely the hardest thing I’ve ever had to go through and I spend everyday in a panic that I won’t ever feel like myself again.",,"hi everyone  month postpartum feel diagnose ocd  month postpartum figure depression symptom simply secondary ocd feel ever desperately try feel like 
 

  wonder ppd present feel completely unlike like doom forever  not see way headspace stuck many negstive thought head ability mother even whether want mother feel like failure desperately want get back moment feel connected baby love one 
 

  guess look hope validation etc ocd brain tell never go end smooth pregnancy excited mum wonderful first month son ocd hit 
 

  thank everyone  truly not wish postpartum mood disorder anyone absolutely hard thing ever go spend everyday panic will not ever feel like",1,0.8543359968,1
53,865,865,865,"I feel like I’m losing myself more and more everyday. Sometimes I have good days and sometimes bad days. My LO is 8 months and teething so nap times are here and there. I feel as if I get no time to myself to clean the house or anything. & all my boyfriend complains about is how much he works. Mind you he pays no bills and only thing we have to do is save for LO. He comes home and plays the game, and sometimes might grab the baby.
 I’m thinking about leaving him, I’m not really sure what’s keeping me in the relationship anymore. Can someone help me see the bright side of a two parent household??",,"feel like lose everyday sometimes good day sometimes bad day lo  month teethe nap time feel get time clean house anything  boyfriend complain much work mind pay bill thing save lo come home play game sometimes might grab baby 
  think leave really sure keep relationship anymore someone help see bright side two parent household",0,0.9268316853,0
54,879,879,879,"It's not the dogs fault. It's not my dog I've had to move in with family while waiting on my own place and it's hard I want nothing else but to have my own space.
 I made it clear before I gave birth the dog and baby don't get left alone together because neither understand boundaries and I know the dog would never deliberately hurt the baby but accidents happen.
 Last week the dog accidently jumped on the baby twice on separate days and made the baby scream and cry (no major injuries to the baby). Both times the baby was being changed by me and the dog got overly excited and jumpy and I'm starting to hate the dog because of it. The owner of the dog has been there when the dog jumps on the baby and I've had multiple near misses where I can push the dog before it lands on the baby but then I feel horrible for pushing the dog.
  I still give the dogs treats and make sure the dog has their meals but it's not my dog and I no longer want to stroke or even look at it. I feel terrible because the dog is lovely and just wants attention but I just can't anymore.
 It doesn't help the second time the dog jumped on the baby I grabbed the baby to check for injuries (it was more shock crying than anything only one slight scratch) and the baby was taken out of my arms so someone else could settle her like I can't be trusted to reassure and calm down my own baby. 
 I can't wait to move out and not be angry at an innocent animal.
 I'm having other issues and get mad at other people and hate them but I don't care about them I just feel so guilty about the dog. I love animals it's not their fault",,"dog fault dog move family wait place hard want nothing else space 
  make clear give birth dog baby not get leave alone together neither understand boundary know dog would never deliberately hurt baby accident happen 
  last week dog accidently jump baby twice separate day make baby scream cry major injury baby time baby change dog get overly excited jumpy start hate dog owner dog dog jump baby multiple near miss push dog land baby feel horrible push dog 
  still give dog treat make sure dog meal dog long want stroke even look feel terrible dog lovely want attention can not anymore 
  not help second time dog jump baby grab baby check injury shock cry anything one slight scratch baby take arm someone else could settle like can not trust reassure calm baby 
  can not wait move angry innocent animal 
  issue get mad people hate not care feel guilty dog love animal fault",0,0.8039040526,0
55,881,881,881,"How do you get through each day/hour feeling like this. My ppd and ppa is so bad and days like today I couldn’t get out of bed, couldn’t look at our daughter without spiraling. My husband is incredible and takes care of her while I’m incapacitated like this but that makes me feel terrible too knowing he has to take it all on. I’m almost 4w pp and it just feels like there is no way through. I’ve had SI and I’m on meds and I have therapy scheduled (still a week out) but I still feel like I’m drowning. 
 Then there’s the added pressure to keep up with all the friends and family wanting to see my daughter and us. how does this not destroy every aspect of your life??! I don’t know how I’ll be able to work in a few months and deal with these feelings. It’s just all too much 
 I know people say it gets better but I don’t know how I can be a non functioning human/parent/wife for months and not have everything be gone and ruined when or if I finally get out of this",,"get dayhour feeling like ppd ppa bad day like today could not get bed could not look daughter without spiral husband incredible take care incapacitate like make feel terrible know take almost w pp feel like way si med therapy schedule still week still feel like drown 
  add pressure keep friend family want see daughter we  destroy every aspect life not know ill able work month deal feeling much 
  know people say get well not know non function humanparentwife month everything go ruin finally get",1,0.881452024,1
56,890,890,890,"I have a history of mental health issues (depression, anxiety, bipolar, and pretty sure undiagnosed issues as well) and having my baby has made it so hard to cope. I feel like so many days are just me fighting for my life. 
 

 So back in February 2023 I got out of a longterm 4 year relationship (that's longterm for me atleast) and a few weeks after the breakup I started talking to who is now my current bf (we did used to talk back in like 2017, so he wasnt a complete stranger). My last relationship wasn't healthy on both sides and me and my ex really hurt each other so I don't think I ever gave myself anytime to actually heal, just jumped into the next relationship. My bf and I started dating March 2023 and actually got pregnant that same month. So as you can imagine everything's moving pretty fast. Well I also lost my job of 3 years, got evicted, been playing catchup with carpayments, lost another job and just keep on getting slapped in the face with lots of struggles. 
 

 I could feel the depression, anxiety, and rage creeping in during pregnancy but tried my best to ignore it. I did pretty well keeping a smile on the outside while I was going through a lot in my mind and physically. 
 

 Fast forward beginning of this year I gave birth to my beautiful sweet baby. My daughter had horrible colic up until around 4.5 or 5 months. It was the worse, no matter what i did she just would keep crying and crying. Sleep deprivation plus and crying baby does not mix well for an already mentally ill person. My bf was working a lot around the time (working during holidays in retail he was pretty drained). So when I gave birth he tried his best to be present but he was so tired it didn't feel like he was as present as he could be, or maybe he was and I just needed extra help. Not even a full 2 months into being postpartum bfs mom and I had an argument and currently 7 months and counting later his whole side of the family still won't talk to us. I have a very small family so I only have my mom and dad (they're separated so it's either one or the other). 
 

 About 3 months pp I went back to work and have been struggling to make it on time, I'm late every single day. I call in. I bs everytime I'm there. I get overwhelmed so incredibly easy. Thankfully I'm part-time and only work about 5 hour shifts a few days a week, but they're killing me. It doesn't help that I had to go to early mornings shifts. Waking up for for at 5-6am when I go to sleep at 12-2am nearly everynight is not for the weak. 
 

 We even have lots of financial issues going on, we had our electricity turned off 2 different times this year. 
 

 I don't mean to get into full detail about everything but I just needed you guys to understand the amount of stress's and change is just getting to me. My life has completely changed since last year and I have no idea who I am. I can't work on any hobbies of mine bc they require me to be focused and it's hard to do that with a 9 month. I'm constantly fearing of losing my job bc I can't get my shit together. I can't never keep the house in order and it's always either messy or needing something to do. I don't even do makeup anymore and I used to do it daily. I don't do anything for myself and I'm having a hard time doing things for my family. I feel so lost. 
 

 I love my baby so much but I never imagined having a baby honestly, especially this early in life. I feel so stupid for how things turned out. I try my best to be patient but sometimes I have the worse breakdowns. Lastnight I couldn't stop crying and screaming bc I just wanted to make some food and my daughter was tired but fighting her sleep really hard. It was so tough and I was all on my own. (Bf works until like 11pm-12:30am so I'm literally all alone). 
 

 Some days are so easy to control my emotions. I really do feel like the best mom ever and I'm so proud of myself but lately ive been in a slump and I get easily triggered by my bf, baby, cats, work, literally anything and everything. I kind of have friends but if I'm honestly speaking they're just old high-school/old work friends. I never really used to hang with them much outside of those places. My past relationship kept me from being to close to anyone so I pushed my many ppl out of my life. I don't have anyone that close to me. Sure I have some people that I know if I reached out to they could be there for me and actually understand what I'm going through but I just feel disconnected from everyone. 
 

 I'm not sure the point of me writing this, it's just been a lot and I want to feel heard and seen. I'm sure it'll get better eventually but I don't know how much more stress I can take. I feel like a horrible mom a lot of the time. it's just ne and my bf for the most part, occasionally I have my mom's help but she's getting older and has health problems so she can't always help out as much as she's like to. 
 

  Disclaimer: my bf treats me really well and he always tries his best to help me feel better and take over when he's home, but I know deep down he's struggling too. Especially since his whole family are basically disowning him atp. 
 

 Another disclaimer: I breastfeed and it takes every single ounce of everything from me. somedays I feel like I have no type of nutrients or vitamins and my minds just not fully here.",,"history mental health issue depression anxiety bipolar pretty sure undiagnosed issue well baby make hard cope feel like many day fight life 
 

  back february  get longterm  year relationship longterm atleast week breakup start talk current bf use talk back like  not complete stranger last relationship not healthy side ex really hurt not think ever give anytime actually heal jump next relationship bf start date march  actually get pregnant month  imagine everything move pretty fast well also lose job  year get evict play catchup carpayment lose another job keep getting slap face lot struggle 
 

  could feel depression anxiety rage creep pregnancy try good ignore pretty well keep smile outside go lot mind physically 
 

  fast forward beginning year give birth beautiful sweet baby daughter horrible colic around  month bad matter would keep cry cry sleep deprivation plus cry baby mix well already mentally ill person bf work lot around time work  holiday retail pretty drain give birth try good present tired not feel like present could maybe need extra help even full  month postpartum bf mom argument currently  month count later whole side family still will not talk we small family mom dad separate either one 
 

  month pp go back work struggle make time late every single day call bs everytime get overwhelmed incredibly easy thankfully parttime work  hour shift day week kill not help go early morning shift wake go sleep nearly everynight weak 
 

  even lot financial issue go electricity turn  different time year 
 

  not mean get full detail everything need guy understand amount stresss change get life completely change since last year idea can not work hobby mine bc require focus hard  month constantly fear lose job bc can not get shit together can not never keep house order always either messy need something not even makeup anymore use daily not anything hard time thing family feel lose 
 

  love baby much never imagine baby honestly especially early life feel stupid thing turn try good patient sometimes bad breakdown lastnight could not stop cry scream bc want make food daughter tired fight sleep really hard tough bf work like pmam literally alone 
 

  day easy control emotion really feel like good mom ever proud lately slump get easily trigger bf baby cat work literally anything everything kind friend honestly speak old highschoolold work friend never really use hang much outside place past relationship keep close anyone push many ppl life not anyone close sure people know reach could actually understand go feel disconnected everyone 
 

  sure point write lot want feel hear see sure get well eventually not know much stress take feel like horrible mom lot time ne bf part occasionally mom help get old health problem can not always help much like 
 

  disclaimer bf treat really well always try good help feel well take home know deep struggle especially since whole family basically disown atp 
 

  another disclaimer breastfeed take every single ounce everything someday feel like type nutrient vitamin mind fully",2,0.8690495938,2
57,905,905,905,"My MIL treated me like shit after I had my 1st baby, this without a doubt contributed to my PPA and PPD. In the first few weeks postpartum she said things like “I hope you like your new stretch marks” (which I did not get - jokes on her) and “nobody gives a shit about you guys now that the baby’s born” etc etc. She makes these horrible nasty comments and then I think she realizes how awful she sounds because shortly after she buys us a pack of diapers or does something nice. Every time my husband says something to her about it she’s miss positive for a while and then slips back into her old ways. 
 

 I am now pregnant with baby #2 and am being much more selective about who is around me & baby postpartum in attempt to minimize PPD. I’m trying to figure out if I should cut her off completely or continue to try and tolerate her so my kids have a relationship with their grandparents. I would appreciate any advice you guys might have",,"mil treat like shit st baby without doubt contribute ppa ppd first week postpartum say thing like hope like new stretch mark get  joke nobody give shit guy baby bear etc etc make horrible nasty comment think realize awful sound shortly buy we pack diaper something nice every time husband say something miss positive slip back old way 
 

  pregnant baby  much selective around  baby postpartum attempt minimize ppd try figure cut completely continue try tolerate kid relationship grandparent would appreciate advice guy might",0,0.9247814761,0
58,911,911,911,"I had my precious baby on 9/17 and got home yesterday. It was a smooth and fast delivery. I had an amazing experience. But I wanted to go home immediately after birth and was so miserable in the postpartum unit. I got maybe 2-3 hours of sleep while there bc the nurses kept coming in and bugging both baby and I. I am so happy to be home but now I am having so much anxiety and paranoia. I also developed heart palpitations because of it and it’s so uncomfortable. Anytime I’m not holding the baby or need to do anything besides hold baby, the heart palpitations start. what are ways I can cope with this? This is my 2nd baby and I got ppd after my 1st and they told me it may hit harder this time around so I’m being seen in two weeks instead of waiting the 6 weeks but im driving myself crazy worrying about my baby. Now that im home we are sleeping better and my fiance is doing everything he possibly can to be helpful. It’s just my own head that I’m struggling with � also, why are night times so hard emotionally/mentally? I don’t mind getting up for my baby but as the sun goes down I get really depressed and anxious and that’s when my heart starts having palpitations. I feel so alone even tho my fiance is helping me in every way he can. I hate feeling like this. I feel so depressed about the future and the past. I just want to feel normal again.",,precious baby  get home yesterday smooth fast delivery amazing experience want go home immediately birth miserable postpartum unit get maybe  hour sleep bc nurse keep come bug baby happy home much anxiety paranoia also develop heart palpitation uncomfortable anytime hold baby need anything besides hold baby heart palpitation start way cope nd baby get ppd st tell may hit hard time around see two week instead wait  week drive crazy worry baby  home sleep well fiance everything possibly helpful head struggle  also night time hard emotionallymentally not mind get baby sun go get really depressed anxious heart start palpitation feel alone even tho fiance help every way hate feel like feel depressed future past want feel normal,1,0.8033324028,1
59,913,913,913,"I need some help navigating an issue with my SIL. I’ve been talking about to my therapist who is a male but it would be nice to have parent and/or women POV
  
 Context: 
 I have a 20 month old son that was planned with a surprise baby girl coming on the way in 6 weeks. I have fertility issues and she is our little miracle that came unexpectedly. My husband has an intense connection to his family, for most
 Of our 5 year marriage someone from his family (mom, nephews, uncle and sister) has lived with us ranging from 3 to 9 month stints and they typically come with some form illness or caretaking that he has to provide. In therapy I’ve recently shared I just don’t want this for myself and I want to enjoy my little family moving forward we need to come to a better agreement. I’m okay with short visits but not having people constantly living with us like a revolving door, especially because he has 7 other siblings that don’t have small kids that can share responsibility. His sister has been living with us since feb 2024 and we aligned she’d the last
 One until she can move into her own home hopefully soon. 
 

 Problem
 Fast forward to today. My sister in law has been here for 7 months from another country and she just does not wash her hands. She uses hand sanitizer because I strongly push for it all the time but things like when she touches the trash bin outside and comes in or wants to start washing dishes, I’ll ask her and she thinks washing her hands without soap is an ok solution. There is a cultural difference and language barrier but I feel like I’m
 Tired of having this convo. My husband is zero help tbh, we had this issue with his mom who was here during my post portum journey last year who has highly unhygienic and it just drove a wedge between us because he felt I was always bringing it up
 

 My sister in law is not like my MIL, she’s highly helpful with our son, and know she’”ll be a help with our daughter comes soon with keeping him busy but her not washing her hands with soap is giving me the worst anxiety ever and I’m Not sure if I should be pushing for her to move out or if I should be handling this another way. Ive already set a boundary that I or my husband would be the only one sterilizing the bottles and pump parts so that’s good. But I had terrible PPA with my mother in law last year staying here and was not feeling safe in my home and while I know it would never be intense like that with my SIL. I’m just getting nervous especially because she cooks a lot and naturally ends up around things 
 

 Would love any advice",,"need help navigate issue sil  talk therapist male would nice parent andor woman pov 
  
  context 
  month old son plan surprise baby girl come way  week fertility issue little miracle come unexpectedly husband intense connection family 
  year marriage someone family mom nephews uncle sister live we range  month stint typically come form illness caretake provide therapy recently share not want want enjoy little family move forward need come well agreement okay short visit people constantly live we like revolving door especially  sibling not small kid share responsibility sister live we since feb  align shed last 
  one move home hopefully soon 
 

  problem 
  fast forward today sister law  month another country wash hand use hand sanitizer strongly push time thing like touch trash bin outside come want start wash dish ill ask think wash hand without soap ok solution cultural difference language barrier feel like 
  tired convo husband zero help tbh issue mom post portum journey last year highly unhygienic drive wedge we feel always bring 
 

  sister law like mil highly helpful son know shell help daughter come soon keep busy wash hand soap give bad anxiety ever sure push move handle another way already set boundary husband would one sterilize bottle pump part good terrible ppa mother law last year stay feel safe home know would never intense like sil get nervous especially cook lot naturally end around thing 
 

  would love advice",0,0.9314933253,0
60,920,920,920,I have undiagnosed postpartum rage triggered by being overstimulated and by my husband mostly. I feel like I am like one of those expensive firecracker fountains. The trigger lights the wick and every tiny thing creates a domino effect. My toddler has asked me to stop screaming and they told me that I scared them because I scream. I also do not spend as much time with then due to my work schedule. They do not act excited to see me either but they will greet and run up to my husband and other family members with excitement. I understand that I have probably traumatized my child and I just want them to feel safe around me again. How can I rekindle our relationship? I know it isn't too late.,,undiagnose postpartum rage trigger overstimulate husband mostly feel like like one expensive firecracker fountain trigger light wick every tiny thing create domino effect toddler ask stop scream tell scare scream also spend much time due work schedule act excited see either greet run husband family member excitement understand probably traumatize child want feel safe around rekindle relationship know not late,0,0.8042084873,0
61,921,921,921,"I have been so anxious about this since my baby was born , i had a really bad experience with my in-laws when i was 6 days postpartum and they were rude and didn't respect my boundaries. Now almost 4 months postpartum, my grandma had a stroke (luckily she has her memory and speech but her face is partially paralyzed) she lives in puerto rico , so i would have to travel there, i feel like everyone expects me to be there with my baby with or without my husband, my mother and step-sister were pressuring me about it, ive never travelled on plane by myself or with my LO and definitely not from CO to PR. Im scared that my boundaries will not be respected and i will snap at one of my family members ( an i wouldn't want to), i obviously want to go see my grandma and be there for her in her time of need but theres so many things i would need to consider, like ticket prices is a big one and i would need to get a portable carseat, the fear of my LO getting something like covid or rsv, long layovers and things like that, i talked to my husband and he said i dont owe anything to anyone, that i should do what is best for our baby not for everyone else, has anyone else had these fears? Am i being to overprotective with my baby?",,anxious since baby bear  really bad experience inlaw  day postpartum rude not respect boundary almost  month postpartum grandma stroke luckily memory speech face partially paralyzed live puerto rico  would travel feel like everyone expect baby without husband mother stepsister pressure never travel plane lo definitely co pr scared boundary respect snap one family member  would not want obviously want go see grandma time need many thing would need consider like ticket price big one would need get portable carseat fear lo get something like covid rsv long layover thing like talk husband say not owe anything anyone good baby everyone else anyone else fear overprotective baby,0,0.8088908703,0
62,924,924,924,"I'm just shy of 11 months postpartum with twins that are now corrected to 9 months. I am also currently in remission with cancer. My anxiety built tremendously during my cancer treatment and pregnancy exacerbated it. I went on zoloft at 29 weeks pregnant with 1 increase around 3 months pp. Things were okay, however, my husband and I are struggling with each other (he denies it and says it's all in my head) as well as lack of family support. I decided to wean/taper off the Zoloft to try to get my libido back and potentially help myself lose weight. What a disaster. I weaned over a total of 2 months or so, so very slowly. I'm also weaned down to 2 pumps per day. I'm a total mess. Hormones and feelings all over the place. I feel like a terrible wife and mother and I'm just angry all the time. Will I ever feel normal again? I'm also finally going back up to full time hours at work. It seems like my husband wants to compete as to who has it worse. This post is all over the place. Thanks for listening",,shy  month postpartum twin correct  month also currently remission cancer anxiety build tremendously cancer treatment pregnancy exacerbate go zoloft  week pregnant  increase around  month pp thing okay however husband struggle deny say head well lack family support decide weantaper zoloft try get libido back potentially help lose weight disaster wean total  month slowly also wean  pump per day total mess hormone feeling place feel like terrible wife mother angry time ever feel normal also finally go back full time hour work seem like husband want compete bad post place thank listen,1,0.8524956695,1
63,926,926,926,Everyone around me says im an awful person cause my Mother is currently taking care of my 3 month old son. Im struggling too much with post partum depression and giant ankiety and panic attacks so my son is with her for now. Am i really a monster cause of this?,,everyone around say awful person cause mother currently take care  month old son struggle much post partum depression giant ankiety panic attack son really monster cause,0,0.8371498058,0
64,929,929,929,"I’m at the fucking ledge today…. But I’m talking myself off it because I don’t want to do that to my daughter. She’s almost three years old and with her birthday getting closer, it’s kinda triggering…. I hate that I feel like I don’t want anything to do with her (she wasn’t planned but we planned it anyway because I felt like I had to keep her regardless of my feelings; she was a surprise baby) I hate that I resent her because of all the trauma I went through when I gave birth and when I was abused by my ex spouse who is also a narcissist. It’s like trauma on top of trauma for six years and it fucking hurts. Trauma therapy helps me so much though but it doesn’t help when my family sometimes brings up the fact that I’m stuck with her regardless. Like, I didn’t realize that I actually had a fucking choice when I got pregnant??? No one told me this shit. He forced me to keep my mouth shut when I had CPS involved because of my PPD three days after I gave birth to my daughter. Now that she’s almost three, I’m really trying to bond and really connect with her but it’s so fucking difficult. I feel like I died when I she was born and I hate it. I still feel that way and I fucking hate it. When I was in the psych hospital, I was finally feeling better but when I was back in the abusive environment that I was put out of, it triggered soooo many self harm urges that still exist now. I’m out of there after six, almost seven years of being with my narc, but I’m struggling to even love myself, much less her….. I want to fucking scream. The distance still feels like it’s still there but I’d rather hold onto her when she’s with me and cling to the sacred amount of time that I spend with her than when she’s with my ex….. I hate that when she’s away from me for too long, it’s almost like she doesn’t exist in the first place and I hate it. What the fuck is wrong with me?? Like, I’m finally going through trauma therapy because of all the hell I went through, but I feel like such a shitty Mom for not wanting anything to do with my daughter some nights……",,fucking ledge today talk not want daughter almost three year old birthday get close kinda trigger hate feel like not want anything not plan plan anyway feel like keep regardless feeling surprise baby hate resent trauma go give birth abuse ex spouse also narcissist like trauma top trauma six year fucking hurt trauma therapy help much though not help family sometimes bring fact stuck regardless like not realize actually fucking choice get pregnant one tell shit force keep mouth shut cp involve ppd three day give birth daughter almost three really try bond really connect fucking difficult feel like die bear hate still feel way fucking hate psych hospital finally feel well back abusive environment put trigger soooo many self harm urge still exist six almost seven year narc struggle even love much less want fucking scream distance still feel like still rather hold onto cle sacred amount time spend ex hate away long almost like not exist first place hate fuck wrong like finally go trauma therapy hell go feel like shitty mom want anything daughter night,1,0.873903502,2
